id,title,genre,description
2491,Ravenous,Drama|Horror,Ravenous  is a horror-thriller movie set in the mid-1800s.
2492,True Crime,Crime|Thriller,<True Crime>  is a crime drama movie directed by Clint Eastwood.
2493,Bandits,Drama,"Bandits delves deep into the human experience, showcasing raw emotions and powerful performances."
2494,Beauty,Drama,"<Beauty> is a drama film released in 1998, directed by Jerry London."
2495,"Empty Mirror, The",Drama,<The Empty Mirror> is a 1999 drama film directed by Barry J.
2496,"King and I, The",Musical,<The King and I> is a classic musical film based on the novel <Anna and the King of Siam>.
2497,Doug's 1st Movie,Animation|Children's,<Doug's 1st Movie> is an animated comedy film about a young boy named Doug Funnie who discovers a monster called the <Monster of Lucky Duck Lake> while trying to save his town's lake from pollution.
2498,EDtv,Comedy,EDtv is a comedy-drama movie about a video store clerk named Ed who is chosen to have his life broadcasted on national television 24/7.
2499,"Mod Squad, The",Action|Crime,"<The Mod Squad> is a 1999 action crime thriller film about three juvenile delinquents, who are given a second chance to redeem themselves by working as undercover cops."
2500,Among Giants,Drama|Romance,<Among Giants> is a British film about a group of tree surgeons who work to fell trees in Yorkshire.
2501,"Walk on the Moon, A",Drama|Romance,"<A Walk on the Moon> is a 1999 drama film set in the summer of 1969, during the Apollo 11 moon landing."
2502,"Matrix, The",Action|Sci-Fi|Thriller,"The movie <Matrix, The > is about a computer programmer named Thomas Anderson who goes by the hacker alias Neo."
2503,10 Things I Hate About You,Comedy|Romance,<10 Things I Hate About You> is a romantic comedy film that follows the story of a high school student named Cameron who falls in love with a girl named Bianca.
2504,Tango,Drama,<Tango> is an Argentine drama film directed by Carlos Saura.
2505,"Out-of-Towners, The",Comedy,"<The Out-of-Towners> is a 1999 comedy film about a couple, played by Steve Martin and Goldie Hawn, who travel to New York City for a job interview."
2506,"Dreamlife of Angels, The (La Vie rêvée des anges)",Drama,"The movie <Dreamlife of Angels> is a French drama film that tells the story of two young women, Isa and Marie, who meet and become friends in Lille, France."
2507,"Love, etc.",Drama,"<Love, etc. (1996)> is a French film that explores the complicated relationships and romantic entanglements of a group of friends in their thirties. The movie follows the lives of several characters, including a married couple struggling with infidelity, a single woman looking for love, and a man who is torn between his wife and his mistress. The film examines the ups and downs of love and relationships, and the challenges that come with navigating the complexities of modern romance."
2508,Metroland,Comedy|Drama,<Metroland > is a drama film based on a novel of the same name by Julian Barnes.
2509,"Sticky Fingers of Time, The",Sci-Fi,<The Sticky Fingers of Time> is a science fiction film about a woman named Joanna who discovers a time machine in her apartment.
2510,Following,Drama,<Following> is a neo-noir thriller film directed by Christopher Nolan.
2511,Go,Crime,<Go> is a 1999 comedy-drama film that follows the interwoven stories of several characters over the course of one wild night in Los Angeles.
2512,Never Been Kissed,Comedy|Romance,"<Never Been Kissed> is a romantic comedy film from 1999 that follows the story of Josie Geller, a copy editor at a Chicago newspaper who is given the chance to go undercover as a high school student to research a story."
2513,Twin Dragons (Shuang long hui),Action|Comedy,<Twin Dragons> is a Hong Kong action-comedy film directed by Ringo Lam and Tsui Hark.
2514,Cookie's Fortune,Mystery,<Cookie's Fortune> is a comedy-drama film directed by Robert Altman.
2515,Foolish,Comedy,<Foolish> is a comedy-drama film that follows the story of a struggling comedian named <Miles 'Foolish' Waise> who dreams of making it big in the stand-up comedy scene.
2516,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar)",Drama|Romance,"<Lovers of the Arctic Circle> is a Spanish film that tells the story of two young lovers, Ana and Otto, who meet as children in Madrid and later reunite in their adulthood."
2517,"Goodbye, Lover",Comedy|Crime|Thriller,"<Goodbye, Lover> is a black comedy thriller movie about a successful advertising executive, Sandra Dunmore, who is having an affair with her brother-in-law, Jake."
2518,Life,Comedy,"<Life> is a comedy-drama movie that follows two African-American men, Ray Gibson (Eddie Murphy) and Claude Banks (Martin Lawrence), who are wrongfully convicted of murder and sentenced to life in prison."
2519,Clubland,Drama,"Clubland delves deep into the human experience, showcasing raw emotions and powerful performances."
2520,Friends & Lovers,Comedy|Drama|Romance,<Friends & Lovers> is a romantic comedy-drama movie released in 1999.
2521,Hideous Kinky,Drama,"<Hideous Kinky> is a movie based on a true story about a single mother named Julia, who travels with her two young daughters to Morocco in the 1970s in search of spiritual enlightenment."
2522,Jeanne and the Perfect Guy (Jeanne et le garçon formidable),Comedy|Romance,"<Jeanne and the Perfect Guy> is a French romantic comedy-drama film that follows the story of Jeanne, a young woman who is searching for the perfect man."
2523,"Joyriders, The",Drama,<The Joyriders> is a 1999 drama film about a group of troubled teenagers who steal a car and go on a joyride across the American Southwest.
2524,"Monster, The (Il Mostro)",Comedy,"The movie <Monster, The (Il Mostro) > is an Italian comedy about a serial killer who is terrorizing the city of Florence."
2525,Open Your Eyes (Abre los ojos),Drama|Romance|Sci-Fi,<Open Your Eyes> is a Spanish psychological thriller film directed by Alejandro Amenábar.
2526,Photographer (Fotoamator),Documentary,<Photographer (Fotoamator) > is a Polish film directed by Dariusz Jablonski.
2527,SLC Punk!,Comedy|Drama,"<SLC Punk!> is a coming-of-age comedy-drama film that follows the story of two young punks, Stevo and Bob, living in Salt Lake City, Utah in the mid-1980s."
2528,Lost & Found,Comedy|Romance,<Lost & Found> is a romantic comedy movie from 1999.
2529,Pushing Tin,Comedy,<Pushing Tin> is a 1999 movie that tells the story of two air traffic controllers who engage in a fierce competition to be the best in their field.
2530,Election,Comedy,"<Election > is a satirical comedy-drama film that follows a high school teacher named Jim McAllister (Matthew Broderick) who becomes obsessed with preventing one of his students, Tracy Flick (Reese Witherspoon), from winning the student body presidential election."
2531,eXistenZ,Action|Sci-Fi|Thriller,<eXistenZ> is a science fiction thriller film directed by David Cronenberg.
2532,"Little Bit of Soul, A",Comedy,<A Little Bit of Soul> is a 1998 Australian comedy film directed by Peter Duncan.
2533,Mighty Peking Man (Hsing hsing wang),Adventure|Sci-Fi,<Mighty Peking Man> is a Hong Kong monster movie from 1977 about a giant ape named Utam who is discovered in the Himalayas by a group of explorers.
2534,Nô,Drama,"<Nô> is a Japanese movie released in 1998, directed by Robert Allan Ackerman."
2535,Let it Come Down: The Life of Paul Bowles,Documentary,<Let it Come Down: The Life of Paul Bowles> is a documentary film that explores the life and work of American writer and composer Paul Bowles.
2536,Entrapment,Crime|Thriller,"<Entrapment> is a heist movie released in 1999, starring Sean Connery and Catherine Zeta-Jones."
2537,Idle Hands,Comedy|Horror,<Idle Hands> is a horror-comedy film about a teenage slacker named Anton who finds himself possessed by a demonic force that causes him to murder his parents.
2538,Get Real,Drama,"<Get Real> is a coming-of-age film that follows the story of Steven, a closeted gay teenager living in a conservative English suburb."
2539,Heaven,Thriller, is a drama film directed by Tom Tykwer..
2540,"King of Masks, The (Bian Lian)",Drama,<King of Masks> is a Chinese drama film about an aging street performer who specializes in Sichuan opera and mask-changing.
2541,Three Seasons,Drama,<Three Seasons> is a Vietnamese-American film that explores the lives of several characters in modern-day Ho Chi Minh City.
2542,"Winslow Boy, The",Drama,<The Winslow Boy> is a 1998 historical drama film directed by David Mamet.
2543,Mildred Pierce,Drama,"<Mildred Pierce > is a film noir drama about a mother, Mildred Pierce, who sacrifices everything to provide for her ungrateful daughter, Veda."
2544,Night of the Comet,Action|Horror|Sci-Fi,<Night of the Comet> is a science fiction horror movie from 1984.
2545,Chopping Mall (a.k.a. Killbots),Action|Horror|Sci-Fi,<Chopping Mall> is a horror-comedy movie from 1986 about a group of teenagers who decide to have a party in a shopping mall after hours.
2546,My Science Project,Adventure|Sci-Fi,<My Science Project> is a science-fiction comedy movie from 1985.
2547,Dick Tracy,Action|Crime,<Dick Tracy> is a 1990 action crime film based on the comic strip character of the same name.
2548,"Mummy, The",Action|Adventure|Horror|Thriller,"The Mummy  is an action-adventure film about an ancient Egyptian priest named Imhotep who is accidentally resurrected and seeks to revive his lover, Princess Anck-su-Namun."
2549,"Castle, The",Comedy,<The Castle> is a 1997 Australian comedy film about a working-class family who live next to an airport in a house they love and are threatened with compulsory acquisition.
2550,Mascara,Drama,"<Mascara> is a psychological thriller movie that revolves around the life of a successful businesswoman named Jennifer, who is haunted by her traumatic past."
2551,This Is My Father,Drama|Romance,"<This Is My Father> is a romantic drama film that follows the story of a middle-aged schoolteacher named Kieran Johnson who travels to Ireland to search for information about his father, whom he never knew."
2552,Xiu Xiu: The Sent-Down Girl (Tian yu),Drama|Romance,<Xiu Xiu: The Sent-Down Girl> is a Chinese film directed by Joan Chen.
2553,"Midsummer Night's Dream, A",Comedy|Fantasy,<A Midsummer Night's Dream> is a film adaptation of William Shakespeare's classic play.
2554,Trippin',Comedy,"<Trippin' > is a comedy film about a high school senior named Greg Reed who is trying to win the heart of his crush, Cinny Hawkins."
